ciclo	tratamento	linha_entrelinha	profundidade	bloco	ds	ds_max	grau_de_compactacao	argila	silte	areia	macro	micro	pt	dp	rp	dmp	macroagregado	ssi	p_resina	mos	ph	k	ca	mg	h_al	c	est_c	n	n_g_kg	est_n
1	milheto_cm	l	30_70	b2	1.71	1.77	96.87	322	107	571	0.12	0.24	0.36	2.69	1.24	1.09	16.86	0.01	5	19	4.3	0.3	6	3	20	2.7	17.48	0.30	3.04	1.97
1	milheto_cm	l	30_70	b3	1.72	1.77	97.06	322	107	571	0.16	0.2	0.36	2.69	1.62	1.02	14.81	0.01	4.5	12	4.6	0.8	5	4	18	2.85	18.47	0.37	3.70	2.40
1	milheto_pd	el	0_20	b1	1.65	1.83	90.03	224.4	102.8	673	0.13	0.26	0.39	2.69	1.74	0.95	14.7	0.03	3.2	12.8	4.85	0.77	10.8	6.3	24.2	5.84	11.36	0.04	0.35	0.39
1	milheto_pd	el	0_20	b2	1.66	1.83	90.98	224.4	102.8	673	0.14	0.23	0.37	2.69	1.79	0.84	13.46	0.03	3.6	13.8	5.1	0.78	12	7	18	5.59	10.79	0.04	0.38	0.31
1	milheto_pd	el	0_20	b3	1.67	1.83	91.24	224.4	102.8	673	0.14	0.27	0.41	2.69	1.72	0.89	13.81	0.03	3.2	14.2	5	0.75	12.4	7.6	19.7	5.72	11.07	0.06	0.58	0.66
1	milheto_pd	el	20_30	b1	1.76	1.81	97.62	267	102	631	0.12	0.23	0.35	2.7	1.83	1.25	19.89	0.02	2	14	4.1	0.4	5	4	31	3.86	6.75	0.04	0.42	0.72
1	milheto_pd	el	20_30	b2	1.72	1.8	95.47	267	102	631	0.1	0.19	0.29	2.7	1.88	0.99	17.34	0.02	2	12	5.2	0.5	9	7	18	4.59	8.03	0.00	0.00	0.00
1	milheto_pd	el	20_30	b3	1.68	1.8	93.34	267	102	631	0.09	0.29	0.38	2.7	1.93	1.17	18.24	0.02	1	13	4.5	0.4	8	5	22	4.22	7.39	0.00	0.00	0.00
1	milheto_pd	el	30_70	b1	1.42	1.76	80.35	322	107	571	0.18	0.29	0.47	2.69	1.54	0.28	1.41	0.02	1	10	4.2	0.2	7	3	31	4.05	27.55	0.03	0.34	2.20
1	milheto_pd	el	30_70	b2	1.68	1.77	95.05	322	107	571	0.17	0.21	0.38	2.69	1.54	0.37	2.07	0.01	1	10	4.6	0.4	10	6	22	3.62	24.59	0.06	0.56	3.56
1	milheto_pd	el	30_70	b3	1.59	1.76	90.17	322	107	571	0.17	0.32	0.49	2.69	1.54	0.47	2.54	0.02	1	12	4.9	0.3	10	6	20	3.83	26.07	0.03	0.26	1.63
1	milheto_pd	l	0_20	b1	1.54	1.84	84.07	224.4	102.8	673	0.19	0.24	0.43	2.69	1.03	0.6	4.07	0.02	3.4	16.2	4.7	0.68	10.2	6.4	22.8	4.33	9.52	0.46	4.64	0.48
1	milheto_pd	l	0_20	b2	1.56	1.83	84.98	224.4	102.8	673	0.16	0.26	0.42	2.69	1.02	0.63	3.79	0.03	2.9	19.2	4.9	0.68	9.4	5.4	19.4	4.79	9.39	0.52	5.18	0.52
1	milheto_pd	l	0_20	b3	1.56	1.83	85.08	224.4	102.8	673	0.16	0.28	0.44	2.69	0.91	0.68	3.89	0.03	2.8	17.8	5.08	1	10.6	6.9	19.6	4.56	9.45	0.49	4.91	0.50
1	milheto_pd	l	20_30	b1	1.63	1.81	90.28	267	102	631	0.1	0.29	0.4	2.7	1.46	0.55	4.41	0.02	4	13	4.3	0.5	7	5	31	3.68	6.18	0.43	4.34	0.73
1	milheto_pd	l	20_30	b2	1.62	1.8	90.13	267	102	631	0.08	0.32	0.4	2.7	1.68	0.47	4.39	0.02	3	13	4.4	0.5	5	4	25	4.59	7.72	0.54	5.39	0.91
1	milheto_pd	l	20_30	b3	1.62	1.8	89.6	267	102	631	0.09	0.35	0.44	2.7	1.23	0.53	4.42	0.02	2	14	4.9	0.8	6	4.5	22	4.14	6.95	0.49	4.87	0.82
1	milheto_pd	l	30_70	b1	1.6	1.76	90.6	322	107	571	0.09	0.32	0.41	2.69	1.94	0.58	2.37	0.02	1	11	4.4	0.3	7	6.5	28	4.23	27.38	0.49	4.94	3.20
1	milheto_pd	l	30_70	b2	1.67	1.77	94.88	322	107	571	0.07	0.3	0.38	2.69	1.7	0.43	2.68	0.01	2	13	4.6	0.4	10	6	18	3.62	23.46	0.44	4.43	2.87
1	milheto_pd	l	30_70	b3	1.67	1.76	94.49	322	107	571	0.07	0.31	0.38	2.69	1.5	0.56	2.52	0.02	1	11	5	0.5	10	7	20	3.92	25.42	0.47	4.68	3.04
1	milheto_pp	el	0_20	b1	1.57	1.83	85.65	224.4	102.8	673	0.12	0.26	0.38	2.69	1.19	0.62	6.75	0.03	2.8	17.6	5.08	0.58	11.1	7.1	18.8	4.67	10.68	0.05	0.46	0.49
1	milheto_pp	el	0_20	b2	1.62	1.83	88.8	224.4	102.8	673	0.12	0.27	0.4	2.69	1.03	0.65	6.86	0.03	3.2	14.2	4.7	0.82	10.2	5.8	20	5.89	11.84	0.05	0.45	0.52
1	milheto_pp	el	0_20	b3	1.66	1.83	90.59	224.4	102.8	673	0.1	0.29	0.38	2.69	1.14	0.67	7.33	0.03	3.7	12.6	4.97	1.01	11.6	7.9	20.9	5.28	11.26	0.04	0.38	0.46
1	milheto_pp	el	20_30	b1	1.71	1.8	94.96	267	102	631	0.08	0.29	0.37	2.7	1.34	0.45	4.55	0.02	2	13	5.1	0.3	9	7	18	4.69	8.2	0.03	0.31	0.54
1	milheto_pp	el	20_30	b2	1.79	1.8	99.58	267	102	631	0.09	0.25	0.34	2.7	1.39	0.61	5.9	0.02	2	12	4.5	0.4	9.5	4	16	4.96	8.69	0.04	0.38	0.65
1	milheto_pp	el	20_30	b3	1.63	1.8	90.4	267	102	631	0.06	0.33	0.4	2.7	1.1	0.53	7.7	0.02	1	11	4.7	0.4	10	9	25	4.83	8.44	0.04	0.38	0.66
1	milheto_pp	el	30_70	b1	1.51	1.76	85.75	322	107	571	0.12	0.32	0.44	2.69	1.69	0.41	2.49	0.02	1	20	4.8	0.2	10	6	20	4.17	28.38	0.05	0.50	3.20
1	milheto_pp	el	30_70	b2	1.76	1.76	99.8	322	107	571	0.07	0.27	0.35	2.69	1.15	0.44	3.9	0.02	1	13	4.4	0.3	9	5	18	4.26	28.93	0.06	0.57	3.62
1	milheto_pp	el	30_70	b3	1.61	1.76	91.55	322	107	571	0.1	0.3	0.4	2.69	1.42	0.33	2.48	0.02	1	10	5.1	0.25	9	7	20	4.21	28.66	0.05	0.48	3.07
1	milheto_pp	l	0_20	b1	1.5	1.84	81.97	224.4	102.8	673	0.19	0.25	0.44	2.69	1.14	0.75	5.77	0.02	2.6	13.6	4.67	0.92	9.4	5.2	21.9	4.39	10.18	0.46	4.56	0.48
1	milheto_pp	l	0_20	b2	1.55	1.83	85.16	224.4	102.8	673	0.16	0.28	0.44	2.69	0.9	0.75	8.93	0.03	3	14.8	4.64	1.02	8.4	5.2	21.8	5.77	10.39	0.62	6.18	0.62
1	milheto_pp	l	0_20	b3	1.55	1.83	84.89	224.4	102.8	673	0.18	0.26	0.44	2.69	0.98	0.9	7.58	0.03	3	16	4.96	0.88	9.7	6.8	21	5.08	10.29	0.54	5.37	0.55
1	milheto_pp	l	20_30	b1	1.61	1.8	89.03	267	102	631	0.16	0.25	0.41	2.7	1.14	0.45	3.33	0.02	2	13	4.4	0.45	7	5	22	4.35	7.3	0.53	5.34	0.90
1	milheto_pp	l	20_30	b2	1.67	1.8	92.95	267	102	631	0.1	0.28	0.38	2.7	0.78	0.5	4.4	0.02	3	11	4.3	0.6	5	4	22	4.57	7.67	0.44	4.37	0.73
1	milheto_pp	l	20_30	b3	1.72	1.8	95.15	267	102	631	0.12	0.25	0.36	2.7	0.96	0.54	5.47	0.02	2	17	4.7	0.3	7	7	25	4.46	7.49	0.49	4.86	0.82
1	milheto_pp	l	30_70	b1	1.61	1.76	91.71	322	107	571	0.1	0.3	0.4	2.69	1.32	0.45	2.78	0.02	1	11	4.75	0.35	10	7	22.5	4.67	30.25	0.37	3.65	2.35
1	milheto_pp	l	30_70	b2	1.67	1.77	94.59	322	107	571	0.06	0.32	0.38	2.69	1.42	0.46	3.06	0.01	1	12	4.5	0.4	11	6	25	3.62	23.44	0.25	2.50	1.61
1	milheto_pp	l	30_70	b3	1.58	1.76	89.6	322	107	571	0.12	0.29	0.41	2.69	1.17	0.43	2.5	0.02	1	11	5	0.3	9	8	20	4.14	26.84	0.44	4.38	2.82
1	sem cobertura_pc	el	0_20	b1	1.66	1.83	90.72	224.4	102.8	673	0.12	0.27	0.38	2.69	1.31	0.6	4.7	0.03	2.8	15	4.76	0.94	10.6	5.6	22.6	4.73	11.74	0.05	0.54	0.57
1	sem cobertura_pc	el	0_20	b2	1.73	1.83	94.21	224.4	102.8	673	0.11	0.25	0.36	2.69	1.42	0.59	5.12	0.02	3.5	13.4	5.04	0.77	10.35	5.8	21.2	4.53	10.31	0.04	0.41	0.46
1	sem cobertura_pc	el	0_20	b3	1.73	1.83	94.27	224.4	102.8	673	0.11	0.31	0.42	2.69	1.34	0.61	4.8	0.03	2.9	14	5.12	0.84	11.7	5.6	19.6	4.63	11.19	0.06	0.56	0.65
1	sem cobertura_pc	el	20_30	b1	1.76	1.8	97.79	267	102	631	0.09	0.26	0.35	2.7	1.59	0.54	2.82	0.02	2	14	4.4	0.55	6	6	28	5.06	8.9	0.04	0.44	0.76
1	sem cobertura_pc	el	20_30	b2	1.73	1.8	96.21	267	102	631	0.13	0.23	0.36	2.7	1.68	0.54	2.82	0.02	4	13	5.8	0.4	8.25	8	16	5.06	8.76	0.04	0.40	0.70
1	sem cobertura_pc	el	20_30	b3	1.75	1.8	97	267	102	631	0.11	0.34	0.45	2.7	1.5	0.54	2.82	0.02	3	17	5.1	0.7	10.5	7	22	5.06	8.83	0.05	0.52	0.90
1	sem cobertura_pc	el	30_70	b1	1.64	1.75	93.54	322	107	571	0.07	0.32	0.39	2.69	1.45	1.15	13.25	0.02	1	10	4.4	0.5	13	3	25	5.43	35.68	0.03	0.34	2.18
1	sem cobertura_pc	el	30_70	b2	1.75	1.76	99.23	322	107	571	0.01	0.34	0.35	2.69	1.93	1.12	16.62	0.02	1	13	4.7	0.4	9	3.5	25	3.84	26.9	0.06	0.60	3.84
1	sem cobertura_pc	el	30_70	b3	1.7	1.76	96.62	322	107	571	0.01	0.36	0.37	2.69	1.69	1.17	13.79	0.02	1	10	5.4	0.2	16	4	18	4.64	31.54	0.04	0.38	2.42
1	sem cobertura_pc	l	0_20	b1	1.55	1.84	84.85	224.4	102.8	673	0.14	0.28	0.42	2.69	1.33	0.48	3.31	0.02	2.2	19.2	4.48	1.18	8.4	4.6	24.2	4.32	10.16	0.58	5.80	0.62
1	sem cobertura_pc	l	0_20	b2	1.61	1.83	88.24	224.4	102.8	673	0.14	0.26	0.4	2.69	1.45	0.53	3.39	0.03	2.4	15.2	4.72	0.9	8.1	4.8	22.9	5.11	11.39	0.45	4.53	0.45
1	sem cobertura_pc	l	0_20	b3	1.62	1.83	88.28	224.4	102.8	673	0.15	0.28	0.42	2.69	1.32	0.49	3.32	0.03	2.1	17.6	4.94	0.82	10	5.2	21	4.72	10.85	0.70	6.99	0.71
1	sem cobertura_pc	l	20_30	b1	1.67	1.8	92.47	267	102	631	0.12	0.26	0.38	2.7	1.62	0.41	3.04	0.02	1	14	4.2	0.6	7	4	25	4.02	6.71	0.53	5.31	0.86
1	sem cobertura_pc	l	20_30	b2	1.68	1.79	93.76	267	102	631	0.15	0.23	0.38	2.7	1.62	0.41	3.04	0.03	1	14	4.4	0.6	5	4	25	6.22	10.45	0.44	4.37	0.70
1	sem cobertura_pc	l	20_30	b3	1.69	1.8	94.11	267	102	631	0.14	0.31	0.45	2.7	1.3	0.41	3.04	0.02	1	17	4.6	0.3	6	6	25	5.12	8.66	0.75	7.48	1.21
1	sem cobertura_pc	l	30_70	b1	1.64	1.76	93.07	322	107	571	0.08	0.31	0.39	2.69	1.59	0.45	2.31	0.02	1	12	4.4	0.5	10	6	31	4.86	31.78	0.49	4.92	3.24
1	sem cobertura_pc	l	30_70	b2	1.61	1.76	91.74	322	107	571	0.09	0.31	0.4	2.69	1.62	0.53	2.8	0.02	2	12	4.7	0.4	9	7	28	4.86	31.32	0.52	5.17	3.44
1	sem cobertura_pc	l	30_70	b3	1.62	1.76	92.41	322	107	571	0.09	0.31	0.4	2.69	1.56	0.38	1.6	0.02	1	11	5.1	0.3	13	5	20	4.86	31.55	0.64	6.42	3.92
1	sorgo_cm	el	0_20	b1	1.66	1.84	90.34	224.4	102.8	673	0.13	0.26	0.38	2.69	0.98	0.56	5.31	0.02	2.2	13	4.84	1.41	8.8	4.2	17	3.84	10.15	0.04	0.38	0.38
1	sorgo_cm	el	0_20	b2	1.65	1.84	89.91	224.4	102.8	673	0.13	0.27	0.4	2.69	1.19	0.6	5.4	0.02	2.5	14.4	4.82	0.9	10.5	5.5	19.2	3	8.06	0.06	0.59	0.67
1	sorgo_cm	el	0_20	b3	1.64	1.84	89.44	224.4	102.8	673	0.12	0.27	0.39	2.69	1.2	0.5	4.34	0.02	2.5	12.2	5.44	1.01	13.6	4.6	15.4	3.42	8.48	0.05	0.52	0.55
1	sorgo_cm	el	20_30	b1	1.77	1.82	97.55	267	102	631	0.1	0.25	0.34	2.7	1.29	0.29	0.46	0.01	1	12	4.6	1.1	6	4	20	2.13	3.73	0.05	0.46	0.80
1	sorgo_cm	el	20_30	b2	1.74	1.82	95.58	267	102	631	0.07	0.29	0.36	2.7	1.81	0.32	0.56	0.01	1.5	12	4.95	0.75	9	4.5	17.5	2.13	3.73	0.05	0.46	0.80
1	sorgo_cm	el	20_30	b3	1.75	1.82	96.58	267	102	631	0.08	0.27	0.35	2.7	1.55	0.35	0.81	0.01	2	11	5.3	0.93	12	5	15	2.13	3.73	0.04	0.36	0.63
1	sorgo_cm	el	30_70	b1	1.61	1.76	91.34	322	107	571	0.06	0.34	0.4	2.69	1.57	0.88	5.38	0.02	2.5	12	4	0.3	7	3	15	4.35	29.61	0.04	0.40	2.56
1	sorgo_cm	el	30_70	b2	1.7	1.77	96.51	322	107	571	0.07	0.3	0.37	2.69	1.37	0.71	7.38	0.01	2	12	4.5	0.4	12	6	25	3.31	22.5	0.07	0.67	4.29
1	sorgo_cm	el	30_70	b3	1.66	1.76	93.89	322	107	571	0.06	0.32	0.38	2.69	1.99	0.53	4.6	0.02	3	11	4.8	0.2	8	4	20	3.83	26.05	0.05	0.51	3.27
1	sorgo_cm	l	0_20	b1	1.55	1.83	84.7	224.4	102.8	673	0.21	0.23	0.44	2.69	0.77	0.45	3.02	0.03	6.8	14	4.4	0.91	7.98	4.2	26.6	4.59	10.48	0.56	5.57	0.58
1	sorgo_cm	l	0_20	b2	1.52	1.84	82.39	224.4	102.8	673	0.18	0.27	0.45	2.69	1.05	0.44	2.94	0.02	5.9	15.4	4.62	1.01	8.76	4.4	25.6	3.4	8.73	0.61	6.13	0.66
1	sorgo_cm	l	0_20	b3	1.59	1.84	86.74	224.4	102.8	673	0.18	0.23	0.41	2.69	0.9	0.39	2.63	0.02	6.35	11.2	4.82	0.75	7.6	3.4	18.2	4.23	9.24	0.66	6.58	0.74
1	sorgo_cm	l	20_30	b1	1.67	1.8	92.91	267	102	631	0.14	0.24	0.38	2.7	0.93	0.47	3.46	0.02	13	14	4.2	0.4	6	4	31	5.01	8.41	0.48	4.76	0.77
1	sorgo_cm	l	20_30	b2	1.6	1.81	88.54	267	102	631	0.12	0.34	0.46	2.7	1.38	0.36	2.98	0.01	7.5	12	4.5	0.6	5	3	31	2.66	4.47	0.66	6.59	1.06
1	sorgo_cm	l	20_30	b3	1.64	1.81	90.78	267	102	631	0.1	0.29	0.39	2.7	0.87	0.42	2.5	0.02	10.25	8	4.6	0.2	4	2	18	3.83	6.44	0.50	5.00	0.81
1	sorgo_cm	l	30_70	b1	1.49	1.76	84.65	322	107	571	0.16	0.28	0.45	2.69	1.14	0.5	2.45	0.02	4	12	4.3	0.8	9	5	25	4.21	27.29	0.59	5.92	3.81
1	sorgo_cm	l	30_70	b2	1.47	1.76	83.39	322	107	571	0.15	0.31	0.45	2.69	1.56	0.48	3.23	0.02	3	12	4.6	0.65	8	6	25	3.93	25.47	0.58	5.81	3.74
1	sorgo_cm	l	30_70	b3	1.69	1.76	95.69	322	107	571	0.12	0.25	0.37	2.69	1.35	0.49	2.84	0.02	5	7	4.7	0.5	10	5	25	4.07	26.38	0.42	4.24	2.73
1	sorgo_pd	el	0_20	b1	1.63	1.83	88.81	224.4	102.8	673	0.15	0.25	0.4	2.69	1.4	0.43	4.69	0.03	3.5	15.8	4.67	0.91	8.4	6	25.6	4.57	9.95	0.06	0.59	0.63
1	sorgo_pd	el	0_20	b2	1.71	1.84	92.75	224.4	102.8	673	0.12	0.25	0.37	2.69	1.28	0.5	4.23	0.02	3.4	16.8	4.72	0.96	9.4	6.8	22.8	2.97	6.31	0.05	0.51	0.54
1	sorgo_pd	el	0_20	b3	1.73	1.84	94.17	224.4	102.8	673	0.14	0.22	0.36	2.69	1.34	0.5	4.58	0.02	2.9	10.6	5.4	0.62	9.5	5.8	18.2	3.77	8.13	0.05	0.48	0.54
1	sorgo_pd	el	20_30	b1	1.65	1.81	91.17	267	102	631	0.16	0.23	0.39	2.7	1.77	0.26	1.37	0.02	2.5	14	4.65	0.4	8	5.5	22.5	3.55	6.22	0.04	0.42	0.72
1	sorgo_pd	el	20_30	b2	1.77	1.81	97.64	267	102	631	0.16	0.19	0.35	2.7	1.64	0.41	2.06	0.01	3	14	4.4	0.5	8	6	25	3.09	5.41	0.04	0.39	0.67
1	sorgo_pd	el	20_30	b3	1.78	1.81	98.16	267	102	631	0.14	0.2	0.34	2.7	1.5	0.44	2.48	0.02	2	8	4.9	0.3	8	5	20	3.32	5.81	0.03	0.27	0.46
1	sorgo_pd	el	30_70	b1	1.65	1.76	93.32	322	107	571	0.08	0.31	0.39	2.69	1.62	0.3	2.76	0.02	1	12	4.5	0.6	6	5	31	4	27.22	0.05	0.49	3.13
1	sorgo_pd	el	30_70	b2	1.64	1.77	92.35	322	107	571	0.07	0.32	0.39	2.69	1.84	0.58	3.95	0.01	2	17	4.8	0.4	10	9	22	2.27	15.46	0.05	0.47	3.02
1	sorgo_pd	el	30_70	b3	1.76	1.77	99.3	322	107	571	0.09	0.25	0.35	2.69	1.75	0.44	4.1	0.01	1	11	5	0.3	10	6	20	3.14	21.34	0.05	0.53	3.39
1	sorgo_pd	l	0_20	b1	1.56	1.84	84.79	224.4	102.8	673	0.2	0.22	0.42	2.69	1.18	0.74	18.43	0.02	3.7	15.8	4.46	1.04	9	6.9	26.4	4.11	8.93	0.64	6.40	0.65
1	sorgo_pd	l	0_20	b2	1.63	1.84	88.96	224.4	102.8	673	0.2	0.19	0.39	2.69	1	0.66	14.25	0.02	3.6	18.4	4.5	0.76	7.7	6.4	27	4.44	9.27	0.42	4.23	0.43
1	sorgo_pd	l	0_20	b3	1.59	1.84	86.84	224.4	102.8	673	0.18	0.23	0.41	2.69	1.18	0.71	12.17	0.02	3.5	14.6	4.82	0.81	8.7	6.9	22.5	4.27	9.1	0.58	5.80	0.59
1	sorgo_pd	l	20_30	b1	1.66	1.81	91.88	267	102	631	0.21	0.18	0.39	2.7	1.56	0.73	25.71	0.02	2	14	4.3	0.7	7	8	25	3.69	6.2	0.49	4.90	0.79
1	sorgo_pd	l	20_30	b2	1.7	1.8	94.36	267	102	631	0.22	0.15	0.37	2.7	1.08	0.52	20.32	0.02	2	15	4.2	0.8	5	7.5	28	4.22	7.08	0.24	2.42	0.39
1	sorgo_pd	l	20_30	b3	1.69	1.81	93.5	267	102	631	0.17	0.21	0.37	2.7	1.32	0.94	14.94	0.02	2	9	5	0.75	9	7	20	3.96	6.64	0.28	2.83	0.46
1	sorgo_pd	l	30_70	b1	1.61	1.76	91.27	322	107	571	0.09	0.31	0.4	2.69	1.54	0.86	7.5	0.02	1	11	4.4	0.5	9	8	25	3.94	25.51	0.48	4.82	3.10
1	sorgo_pd	l	30_70	b2	1.6	1.76	90.64	322	107	571	0.1	0.3	0.41	2.69	1.37	0.5	6.9	0.01	2	17	4.6	0.3	9	7	28	3.71	24.01	0.35	3.45	2.22
1	sorgo_pd	l	30_70	b3	1.6	1.76	90.96	322	107	571	0.1	0.31	0.41	2.69	1.46	0.68	6.3	0.02	1.5	26	4.5	0.4	9	7.5	26.5	3.82	24.76	0.21	2.13	1.37
1	sorgo_pp	el	0_20	b1	1.61	1.83	87.86	224.4	102.8	673	0.15	0.28	0.43	2.69	0.76	0.88	11.58	0.03	2	14	5.22	1.72	17	8.8	20.8	5.23	10.36	0.05	0.47	0.53
1	sorgo_pp	el	0_20	b2	1.55	1.84	84.54	224.4	102.8	673	0.16	0.28	0.44	2.69	0.81	0.85	10.92	0.02	3.4	16.4	5.14	1.6	15.1	9	23.6	4.4	9.08	0.06	0.57	0.60
1	sorgo_pp	el	0_20	b3	1.61	1.83	87.9	224.4	102.8	673	0.15	0.25	0.4	2.69	0.81	0.8	9.69	0.03	2	11.6	4.82	1.62	13.4	6	23.2	4.77	9.68	0.04	0.42	0.48
1	sorgo_pp	el	20_30	b1	1.57	1.8	87.23	267	102	631	0.11	0.31	0.42	2.7	0.59	0.89	6.8	0.02	1	13	4.9	0.5	17	10	25	4.88	8.55	0.04	0.44	0.75
1	sorgo_pp	el	20_30	b2	1.49	1.8	82.64	267	102	631	0.13	0.31	0.45	2.7	0.64	0.75	5.99	0.02	2	13	4.7	0.6	13	10	25	4.14	7.24	0.05	0.49	0.84
1	sorgo_pp	el	20_30	b3	1.66	1.8	91.92	267	102	631	0.16	0.23	0.39	2.7	0.62	0.82	4.8	0.02	2	11	4.7	0.4	13	5	25	4.51	7.89	0.03	0.31	0.54
1	sorgo_pp	el	30_70	b1	1.67	1.77	94.51	322	107	571	0.16	0.34	0.5	2.69	1.13	0.3	1.8	0.01	1	11	4.6	0.4	15	7	25	3.39	23.07	0.03	0.26	1.65
1	sorgo_pp	el	30_70	b2	1.43	1.77	80.89	322	107	571	0.2	0.27	0.47	2.69	1.43	0.37	1.5	0.01	2	11	5	0.3	10	7	25	3.25	22.13	0.06	0.63	4.01
1	sorgo_pp	el	30_70	b3	1.55	1.77	87.7	322	107	571	0.12	0.31	0.42	2.69	1.28	0.23	1.15	0.01	1	9	5	0.3	10	4	18	3.32	22.6	0.04	0.36	2.33
1	sorgo_pp	l	0_20	b1	1.63	1.83	88.8	224.4	102.8	673	0.14	0.28	0.42	2.69	0.76	0.73	12.27	0.03	3.9	14.8	4.58	1.21	13	7	28.6	5.07	9.84	0.66	6.57	0.67
1	sorgo_pp	l	0_20	b2	1.55	1.84	84.3	224.4	102.8	673	0.15	0.27	0.43	2.69	0.81	0.79	14.16	0.02	3.6	17.4	4.77	0.94	12.4	6.5	25.3	4.05	9.03	0.72	7.20	0.77
1	sorgo_pp	l	0_20	b3	1.59	1.83	86.61	224.4	102.8	673	0.17	0.25	0.41	2.69	0.89	0.69	13.09	0.03	3.45	12.8	4.82	0.88	11.55	5.6	19.2	4.56	9.43	0.47	4.69	0.47
1	sorgo_pp	l	20_30	b1	1.61	1.81	89.01	267	102	631	0.11	0.3	0.4	2.7	0.73	0.55	3.75	0.02	2	11	4.5	0.45	14	7	31	3.98	6.68	0.57	5.68	0.91
1	sorgo_pp	l	20_30	b2	1.61	1.81	89.2	267	102	631	0.12	0.28	0.4	2.7	1.01	0.32	2.5	0.02	3	13	4.7	0.4	12	8	28	3.98	6.68	0.56	5.58	0.90
1	sorgo_pp	l	20_30	b3	1.61	1.81	89.38	267	102	631	0.13	0.27	0.4	2.7	0.87	0.44	2.48	0.02	2.5	11	4.9	0.5	14	9	25	3.98	6.68	0.42	4.17	0.67
1	sorgo_pp	l	30_70	b1	1.64	1.76	92.92	322	107	571	0.14	0.25	0.39	2.69	1.12	0.4	1.93	0.02	2.5	10	4.8	0.3	9	6	22	4.01	25.98	0.52	5.20	3.35
1	sorgo_pp	l	30_70	b2	1.58	1.76	89.39	322	107	571	0.13	0.28	0.41	2.69	1.28	0.36	2.62	0.02	3	12	4.3	0.6	10	6	28	3.98	25.76	0.43	4.34	2.79
1	sorgo_pp	l	30_70	b3	1.7	1.76	96.43	322	107	571	0.14	0.23	0.37	2.69	1.43	0.25	2.28	0.02	2	10	4.5	0.3	8	4	18	3.99	25.87	0.41	4.12	2.65
2	amendoim_cm	el	0_20	b1	1.78	1.82	97.77	224.4	102.8	673	0.04	0.32	0.36	2.69	2.04	0.77	3.97	0.04	2.4	15.4	4.54	0.9	13.2	8.3	26.4	6.85	14.56	0.51	5.10	0.58
2	amendoim_cm	el	0_20	b2	1.75	1.83	95.6	224.4	102.8	673	0.04	0.31	0.35	2.69	1.81	0.7	3.63	0.03	2	10.8	5.6	0.78	18.4	9.8	18.2	4.89	12.18	0.48	4.79	0.47
2	amendoim_cm	el	0_20	b3	1.64	1.83	89.97	224.4	102.8	673	0.06	0.33	0.39	2.69	1.85	0.73	3.75	0.03	2.2	11.4	4.96	0.92	13.5	7.6	18.2	5.77	10.3	0.49	4.95	0.52
2	amendoim_cm	el	20_30	b1	1.79	1.8	99.66	267	102	631	0.02	0.32	0.34	2.7	1.1	0.42	3.57	0.03	1	13	4.7	0.7	12	8	25	5.44	9.35	0.47	4.72	0.83
2	amendoim_cm	el	20_30	b2	1.79	1.8	99.09	267	102	631	0.04	0.3	0.34	2.7	0.95	0.32	4.12	0.02	2	10	5.8	0.5	20	10	18	4.15	7.14	0.30	3.00	0.52
2	amendoim_cm	el	20_30	b3	1.59	1.81	87.98	267	102	631	0.06	0.35	0.41	2.7	1.03	0.53	3.31	0.02	1	9	5	0.6	10	6	16	3.43	5.89	0.39	3.86	0.67
2	amendoim_cm	el	30_70	b1	1.72	1.75	98.29	322	107	571	0.04	0.36	0.4	2.69	1.51	1.26	2.63	0.02	1	13	4.7	0.3	14	7	25	5.89	37.7	0.21	2.10	1.43
2	amendoim_cm	el	30_70	b2	1.69	1.76	96.28	322	107	571	0.03	0.34	0.37	2.69	1.23	0.99	2.82	0.02	1	10	5	0.4	19	9	25	4.87	31.18	0.21	2.10	1.43
2	amendoim_cm	el	30_70	b3	1.63	1.77	92.52	322	107	571	0.04	0.35	0.39	2.69	0.93	0.71	1.62	0.01	1	8	4.8	0.2	16.5	8	16	3.41	21.84	0.21	2.10	1.43
2	amendoim_cm	l	0_20	b1	1.66	1.82	90.88	224.4	102.8	673	0.07	0.33	0.41	2.69	0.88	0.58	4.03	0.04	4.4	14	4.46	1.07	12	6.4	29.8	6.42	12.72	0.06	0.57	0.59
2	amendoim_cm	l	0_20	b2	1.7	1.83	92.72	224.4	102.8	673	0.08	0.32	0.41	2.69	0.9	0.47	4.56	0.03	4	13.6	4.84	1.04	12.3	7	21.6	5.68	11.47	0.03	0.34	0.37
2	amendoim_cm	l	0_20	b3	1.69	1.83	92.18	224.4	102.8	673	0.07	0.32	0.4	2.69	0.87	0.65	5.13	0.03	3	11.6	4.32	0.78	9.4	5.5	24.2	5.05	9.38	0.04	0.40	0.25
2	amendoim_cm	l	20_30	b1	1.77	1.8	98.65	267	102	631	0.03	0.36	0.39	2.7	1.56	0.38	5.32	0.02	10	11	4.6	0.65	7.5	6	25	5.25	8.44	0.04	0.39	0.71
2	amendoim_cm	l	20_30	b2	1.86	1.8	102.95	267	102	631	0.07	0.34	0.41	2.7	1.4	0.37	6.25	0.02	11	10	4.4	0.8	8	5	25	4.32	6.95	0.05	0.55	1.00
